author,affiliations
"Name(first='Longxu', last='Dou')",Unknown
"Name(first='Xuanliang', last='Zhang')",Unknown
"Name(first='Qingfu', last='Zhu')",Harbin Institute Of Technology
"Name(first='Wenrui', last='Liao')",Unknown
"Name(first='Ying', last='Zhou')",Unknown
"Name(first='Yuanhao', last='Wu')",Newsbreak
"Name(first='Juno', last='Zhu')",Unknown
"Name(first='Siliang', last='Xu')",Unknown
"Name(first='KaShun', last='Shum')",Unknown
"Name(first='Randy', last='Zhong')",Unknown
"Name(first='Junyi', last='Li')",Unknown
"Name(first='Jie', last='Chen')",Unknown; Renmin University of China
"Name(first='Ruiyang', last='Ren')",Unknown
"Name(first='Xiaoxue', last='Cheng')",Unknown
"Name(first='Qihuang', last='Zhong')",Unknown
"Name(first='Li', last='Shen')",Sun Yat-Sen University
"Name(first='Juhua', last='Liu')",Wuhan University
"Name(first='Bo', last='Du')",Wuhan University
"Name(first='Yunlong', last='Liang')",Unknown
"Name(first='Jiaan', last='Wang')",Soochow University
"Name(first='Jinan', last='Xu')",Beijing Jiaotong University
"Name(first='Yufeng', last='Chen')",Unknown
"Name(first='Chunlei', last='Zhang')",ByteDance Inc.
"Name(first='Dongchao', last='Yang')",Unknown
"Name(first='Jinchuan', last='Tian')",Unknown; Peking University
"Name(first='Zhenhui', last='Ye')",Unknown
"Name(first='Luping', last='Liu')",The University of Hong Kong
"Name(first='Zehan', last='Wang')",Unknown
"Name(first='Xuankai', last='Chang')",Unknown
"Name(first='Chao', last='Weng')",Tencent AI Lab
"Name(first='Shih-Cheng', last='Huang')",Appier Inc.
"Name(first='Pin-Zu', last='Li')",National Applied Research Laboratories
"Name(first='Yu-chi', last='Hsu')",Unknown
"Name(first='Kuang-Ming', last='Chen')",National Taiwan University
"Name(first='Yu Tung', last='Lin')",Unknown
"Name(first='Shih-Kai', last='Hsiao')",National Central University
"Name(first='Richard', last='Tsai')",National Central University
"Name(first='Neal', last='Mangaokar')",Unknown
"Name(first='Ashish', last='Hooda')","Department of Computer Science, University of Wisconsin - Madison"
"Name(first='Jihye', last='Choi')",University of Wisconsin - Madison
"Name(first='Shreyas', last='Chandrashekaran')",Unknown
"Name(first='Kassem', last='Fawaz')",University of Wisconsin - Madison
"Name(first='Somesh', last='Jha')",Unknown
"Name(first='Atul', last='Prakash')",University of Michigan
"Name(first='Bo', last='Yuan')",Unknown
"Name(first='Yulin', last='Chen')",Unknown
"Name(first='Yin', last='Zhang')",Zhejiang University
"Name(first='Yinya', last='Huang')",Unknown
"Name(first='Ruixin', last='Hong')",Tsinghua University
"Name(first='Wei', last='Shao')",Unknown
"Name(first='Zhicheng', last='Yang')",Hong Kong University of Science and Technology (Guangzhou)
"Name(first='Changshui', last='Zhang')",Tsinghua University and Department of Computer Science and Technology
"Name(first='Qi', last='Shi')",Unknown
"Name(first='Han', last='Cui')",Unknown
"Name(first='Haofeng', last='Wang')",Harbin Institute Of Technology
"Name(first='Harman', last='Singh')",Unknown
"Name(first='Nitish', last='Gupta')",Google
"Name(first='Shikhar', last='Bharadwaj')",Unknown
"Name(first='Dinesh', last='Tewari')",Unknown
"Name(first='Partha', last='Talukdar')","Google Research and Indian Institute of Science, Bangalore"
"Name(first='Rui', last='Ying')",Unknown
"Name(first='Jianfeng', last='Wu')",Unknown
"Name(first='Zhunheng', last='Wang')",Nankai University
"Name(first='Ming', last='Jiang')",Nankai University
"Name(first='Linlin', last='Zhang')","China Automotive Standardization Research Institute, China Automotive Technology and Research Center Co., Ltd."
"Name(first='Yikun', last='Wang')",Unknown
"Name(first='Ying-Chun', last='Lin')",Purdue University
"Name(first='Jennifer', last='Neville')",Purdue University and Purdue University
"Name(first='Jack', last='Stokes')",Microsoft Research
"Name(first='Longqi', last='Yang')",Microsoft
"Name(first='Tara', last='Safavi')",Microsoft Research
"Name(first='Mengting', last='Wan')",Microsoft
"Name(first='Scott', last='Counts')","Research, Microsoft"
"Name(first='Siddharth', last='Suri')","Research, Microsoft"
"Name(first='Reid', last='Andersen')",Microsoft
"Name(first='Xiaofeng', last='Xu')",Unknown
"Name(first='Sujay Kumar', last='Jauhar')",Microsoft Research
"Name(first='Xia', last='Song')",Microsoft
"Name(first='Georg', last='Buscher')",Unknown
"Name(first='Saurabh', last='Tiwary')",Unknown
"Name(first='Brent', last='Hecht')","Northwestern University and Northwestern University, Northwestern University"
"Name(first='Jaime', last='Teevan')","University of Washington and Research, Microsoft"
"Name(first='Jiawei', last='Li')",Unknown
"Name(first='Yu', last='Bai')",Unknown
"Name(first='Xiaofeng', last='Zhou')",Unknown
"Name(first='Yinghao', last='Li')",Unknown
"Name(first='Huashan', last='Sun')",Unknown
"Name(first='Yuhang', last='Liu')",Unknown; Zhejiang University
"Name(first='Xingpeng', last='Si')",Unknown
"Name(first='Yuhao', last='Ye')",Unknown
"Name(first='Yixiao', last='Wu')",Unknown
"Name(first='Yiguan', last='Lin')",Unknown
"Name(first='Bin', last='Xu')",Unknown
"Name(first='Bowen', last='Ren')",Unknown
"Name(first='Chong', last='Feng')",Unknown
"Name(first='Yang', last='Gao')",Unknown
"Name(first='Yejin', last='Bang')",Unknown
"Name(first='Delong', last='Chen')",Hong Kong University of Science and Technology
"Name(first='Nayeon', last='Lee')",Unknown
"Name(first='Pascale', last='Fung')",HKUST
"Name(first='Yuhan', last='Chen')",Unknown; Xiaomi Corporation
"Name(first='Haoyi', last='Wu')",ShanghaiTech University
"Name(first='Yuanchi', last='Zhang')",Unknown; Tsinghua University
"Name(first='Yile', last='Wang')",Unknown; Tsinghua University
"Name(first='Zijun', last='Liu')",Unknown
"Name(first='Shuo', last='Wang')",Unknown; Tsinghua University
"Name(first='Jiaxing', last='Sun')",Unknown
"Name(first='Weiquan', last='Huang')",Unknown
"Name(first='Jiang', last='Wu')",shanghai ai lab
"Name(first='Chenya', last='Gu')",Unknown
"Name(first='Yiqi', last='Zhu')",Unknown
"Name(first='Ji', last='Zhang')",Arboretica; Alibaba Group
"Name(first='Yiyang', last='Du')",Tsinghua University
"Name(first='Zheng', last='Fang')",Unknown; Peking University
"Name(first='Jun', last='Zhang')",Unknown; Bytedance
"Name(first='Jue', last='Wang')",Unknown
"Name(first='Huan', last='Li')",Zhejiang University
"Name(first='Lidan', last='Shou')",Zhejiang University
"Name(first='Ke', last='Chen')",Zhejiang University
"Name(first='Sharad', last='Mehrotra')","University of California, Irvine"
"Name(first='Yifei', last='Xin')",Unknown
"Name(first='Hao', last='An')",southern university of science and technology
"Name(first='Hongxiang', last='Li')",Unknown
"Name(first='Yaowei', last='Li')",Unknown
"Name(first='Changjiang', last='Gao')",Nanjing University
"Name(first='Jixing', last='Li')",Unknown; City University of Hong Kong
"Name(first='Krissanee', last='Kamthawee')",Unknown
"Name(first='Can', last='Udomcharoenchaikit')",Vidyasirimedhi Institute of Science and Technology (VISTEC)
"Name(first='Sarana', last='Nutanong')",Unknown
"Name(first='Zhonghua', last='Zheng')",Unknown
"Name(first='Janghwan', last='Lee')",Hanyang University
"Name(first='Seongmin', last='Park')",Hanyang University
"Name(first='Sukjin', last='Hong')",Hanyang University and Korea Telecom Research
"Name(first='Minsoo', last='Kim')",Unknown; Seoul National University
"Name(first='Du-Seong', last='Chang')",Unknown
"Name(first='Jungwook', last='Choi')",Hanyang University
"Name(first='Zeming', last='Chen')",Unknown
"Name(first='Ziwei', last='Chai')",Unknown
"Name(first='Guoyin', last='Wang')",Bytedance
"Name(first='Jing', last='Su')",Unknown
"Name(first='Tianjie', last='Zhang')",Unknown
"Name(first='Xuanwen', last='Huang')",Zhejiang University
"Name(first='Xuwu', last='Wang')",Unknown
"Name(first='Jingjing', last='Xu')",Unknown
"Name(first='Jianbo', last='Yuan')",Bytedance
"Name(first='Fei', last='Wu')",Zhejiang University
"Name(first='Yang', last='Yang')",Unknown
"Name(first='Constanza', last='Fierro')",Copenhagen University
"Name(first='Reinald Kim', last='Amplayo')",Google
"Name(first='Fantine', last='Huot')",Google
"Name(first='Nicola', last='De Cao')",Google
"Name(first='Joshua', last='Maynez')",Google
"Name(first='Shashi', last='Narayan')",Google
"Name(first='Florian', last='Le Bronnec')",Unknown
"Name(first='Alexandre', last='Verine')",Unknown
"Name(first='Benjamin', last='Negrevergne')",Univeristé Paris-Dauphine
"Name(first='Yann', last='Chevaleyre')",Unknown
"Name(first='Alexandre', last='Allauzen')",Ecole supérieure de physique et chimie and Univeristé Paris-Dauphine
"Name(first='Sangkyu', last='Lee')",Unknown
"Name(first='Ashkan', last='Yousefpour')",Unknown
"Name(first='Kang Min', last='Yoo')",NAVER
"Name(first='Abhinav', last='Joshi')","Indian Institute of Technology, Kanpur"
"Name(first='Shounak', last='Paul')",Unknown
"Name(first='Akshat', last='Sharma')",Unknown
"Name(first='Pawan', last='Goyal')",IIT Kharagpur
"Name(first='Saptarshi', last='Ghosh')",Indian Institute of Technology Kharagpur
"Name(first='Ashutosh', last='Modi')",Unknown; IIT Kanpur
"Name(first='Mouxiang', last='Chen')",Unknown
"Name(first='Hao', last='Tian')",Unknown
"Name(first='Zhongxin', last='Liu')",Zhejiang University
"Name(first='Xiaoxue', last='Ren')",Zhejiang University
"Name(first='Jianling', last='Sun')",Unknown
"Name(first='Shivalika', last='Singh')",Unknown; Christ University
"Name(first='Freddie', last='Vargus')",Unknown; Boston University
"Name(first='Daniel', last='D’souza')",Unknown; University of Michigan
"Name(first='Börje', last='Karlsson')",Beijing Academy of Artificial Intelligence (BAAI)
"Name(first='Abinaya', last='Mahendiran')",Unknown
"Name(first='Wei-Yin', last='Ko')",Unknown; University of Pennsylvania
"Name(first='Herumb', last='Shandilya')",Unknown
"Name(first='Jay', last='Patel')",Unknown
"Name(first='Deividas', last='Mataciunas')",Unknown
"Name(first='Laura', last='O’Mahony')",Unknown
"Name(first='Mike', last='Zhang')",Unknown
"Name(first='Ramith', last='Hettiarachchi')",Carnegie Mellon University
"Name(first='Joseph', last='Wilson')",Unknown
"Name(first='Marina', last='Machado')",Unknown
"Name(first='Luisa', last='Moura')",Cohere For AI and Cohere
"Name(first='Dominik', last='Krzemiński')",Unknown
"Name(first='Hakimeh', last='Fadaei')","Divar company and University of Tehran, University of Tehran"
"Name(first='Irem', last='Ergun')",Cohere
"Name(first='Ifeoma', last='Okoh')",Unknown
"Name(first='Aisha', last='Alaagib')",Unknown
"Name(first='Oshan', last='Mudannayake')",Unknown
"Name(first='Zaid', last='Alyafeai')",Unknown
"Name(first='Vu', last='Chien')",Unknown
"Name(first='Sebastian', last='Ruder')",Cohere and Google
"Name(first='Surya', last='Guthikonda')",Unknown
"Name(first='Emad', last='Alghamdi')",King Abdulaziz University
"Name(first='Sebastian', last='Gehrmann')",Bloomberg
"Name(first='Niklas', last='Muennighoff')",Contextual AI
"Name(first='Max', last='Bartolo')",Cohere and University College London
"Name(first='Julia', last='Kreutzer')",Unknown; Cohere For Ai
"Name(first='Ahmet', last='Üstün')",Cohere For Ai
"Name(first='Marzieh', last='Fadaee')",Cohere For Ai
"Name(first='Sara', last='Hooker')",Unknown; Cohere For Ai
"Name(first='Anwoy', last='Chatterjee')","Indian Institute of Technology, Delhi"
"Name(first='Eshaan', last='Tanwar')",Unknown
"Name(first='Subhabrata', last='Dutta')","Indian Institute of Technology, Delhi and Jadavpur University"
"Name(first='Tanmoy', last='Chakraborty')","Indian Institute of Technology, Delhi"
"Name(first='David', last='Ponce')",Vicomtech
"Name(first='Thierry', last='Etchegoyhen')",Vicomtech
"Name(first='Jesús', last='Calleja')",Universidad del País Vasco and Vicomtech
"Name(first='Harritxu', last='Gete')",University of the Basque Country and Vicomtech Foundation
"Name(first='Lu', last='Ye')",Unknown
"Name(first='Ze', last='Tao')",Unknown
"Name(first='Yong', last='Huang')",Unknown
"Name(first='Yang', last='Li')",Unknown
"Name(first='Xuanyu', last='Lei')",Unknown; Tsinghua University
"Name(first='Shengyuan', last='Wang')",Tsinghua University
"Name(first='Yue', last='Huang')",Unknown
"Name(first='Andrew', last='Feng')",Unknown
"Name(first='Bosi', last='Wen')",Unknown; Tsinghua University
"Name(first='Yifan', last='Xu')",Tsinghua University
"Name(first='Weng Lam', last='Tam')",Unknown
"Name(first='Xiaohan', last='Zhang')","Beijing Knowledge Atlas Technology Co., Ltd."
"Name(first='Lichao', last='Sun')",Lehigh University
"Name(first='Xiaotao', last='Gu')",Zhipu AI
"Name(first='Jing', last='Zhang')",Unknown
"Name(first='Weixiang', last='Zhao')",Harbin Institute Of Technology
"Name(first='Shilong', last='Wang')",Harbin Institute Of Technology
"Name(first='Yulin', last='Hu')",Unknown
"Name(first='Yanyan', last='Zhao')",Harbin Institute Of Technology
"Name(first='Xuanyu', last='Zhang')",Unknown
"Name(first='Qing', last='Yang')",Unknown
"Name(first='Dongliang', last='Xu')",Unknown
"Name(first='Yulong', last='Mao')",Unknown
"Name(first='Kaiyu', last='Huang')",Beijing Jiaotong University
"Name(first='Changhao', last='Guan')",Unknown
"Name(first='Ganglin', last='Bao')",Beijing Jiaotong University
"Name(first='Fengran', last='Mo')",Unknown
"Name(first='Zengkui', last='Sun')",Unknown
"Name(first='Yuxuan', last='Cao')",Unknown
"Name(first='Jiarong', last='Xu')",Fudan University
"Name(first='Anar', last='Yeginbergen')",Unknown
"Name(first='Maite', last='Oronoz')",Unknown
"Name(first='Rodrigo', last='Agerri')",University of the Basque Country
"Name(first='Jiaxin', last='Wen')",Unknown
"Name(first='Ruiqi', last='Zhong')",Unknown
"Name(first='Yijian', last='Lu')",Unknown
"Name(first='Dianzhi', last='Yu')",Chinese University of Hong Kong
"Name(first='Jingjing', last='Li')",Unknown
"Name(first='Irwin', last='King')",The Chinese University of Hong Kong
"Name(first='Shuang', last='Zhou')",Unknown
"Name(first='Hao', last='Chen')",Unknown; Zhejiang University
"Name(first='Fan', last='Yang')",Wake Forest University
"Name(first='Peng', last='Cui')",ETHZ - ETH Zurich
"Name(first='Xiaoyu', last='Zhang')",Unknown
"Name(first='Zihao', last='Yue')",Renmin University of China
"Name(first='Xinglin', last='Wang')",Beijing Institute of Technology; Unknown
"Name(first='Yiwei', last='Li')",Beijing Institute of Technology; Unknown
"Name(first='Shaoxiong', last='Feng')",Beijing Institute of Technology; Unknown
"Name(first='Peiwen', last='Yuan')",Beijing Institute of Technology; Unknown
"Name(first='Boyuan', last='Pan')",Unknown; xiaohongshu
"Name(first='Heda', last='Wang')",Unknown; xiaohongshu
"Name(first='Yao', last='Hu')","Unknown; Zhejiang University, Tsinghua University"
"Name(first='Kan', last='Li')",Beijing Institute of Technology; Unknown
"Name(first='Siyu', last='Tao')",Unknown
"Name(first='Lucia', last='Donatelli')",Vrije Universiteit Amsterdam
"Name(first='Michael', last='Hahn')",Unknown; Universität des Saarlandes
"Name(first='Claudia', last='Collacciani')",University of Bologna
"Name(first='Giulia', last='Rambelli')",University of Bologna
"Name(first='Marianna', last='Bolognesi')",Unknown
"Name(first='Emmanuele', last='Chersoni')",The Hong Kong Polytechnic University
"Name(first='Shilong', last='Fan')",Unknown
"Name(first='Zihang', last='Tian')",Unknown
"Name(first='Tianhao', last='Shen')",Unknown
"Name(first='Yongqi', last='Li')",Unknown; Hong Kong Polytechnic University
"Name(first='Leigang', last='Qu')","national university of singaore, National University of Singapore"
"Name(first='Yice', last='Zhang')",Unknown
"Name(first='Jie', last='Zeng')",Unknown
"Name(first='Weiming', last='Hu')",Unknown
"Name(first='Ziyi', last='Wang')",Unknown
"Name(first='Shiwei', last='Chen')",Unknown
"Name(first='Rami', last='Aly')",University of Cambridge
"Name(first='Zhiqiang', last='Tang')",AWS
"Name(first='Nan', last='Yang')",Microsoft Research Asia
"Name(first='Xiaolong', last='Huang')",Microsoft
